Strike	Nominal	Expiry	Mat
0.01314894645966258	 1.5525	 5.0	 19.0
0.01314894645966258	 0.6005	 5.0	 19.5
0.01314894645966258	 0.9401	 5.5	 19.5
0.01314894645966258	 1.5289	 5.5	 20.0
0.01314894645966258	 1.0040	 5.5	 20.5
0.01314894645966258	 0.5133	 6.0	 20.5
0.01314894645966258	 1.5059	 6.0	 21.0
0.01314894645966258	 1.0716	 6.0	 21.5
0.01314894645966258	 0.4229	 6.5	 21.5
0.01314894645966258	 1.4834	 6.5	 22.0
0.01314894645966258	 0.8437	 6.5	 22.5
0.01314894645966258	 0.6286	 7.0	 22.5
0.01314894645966258	 1.4613	 7.0	 23.0
0.01314894645966258	 0.3561	 7.0	 23.5
0.01314894645966258	 1.0944	 7.5	 23.5
0.01314894645966258	 1.0806	 7.5	 24.0
0.01314894645966258	 0.3592	 8.0	 24.0
0.01314894645966258	 1.4292	 8.0	 24.5
0.01314894645966258	 0.1451	 8.0	 25.0
0.01314894645966258	 1.2736	 8.5	 25.0
0.01314894645966258	 0.4445	 8.5	 25.5
0.01314894645966258	 0.9639	 9.0	 25.5
0.01314894645966258	 0.5624	 9.0	 26.0
0.01314894645966258	 0.8357	 9.5	 26.0
0.01314894645966258	 0.5197	 9.5	 26.5
0.01314894645966258	 0.8683	 10.0	 26.5
0.01314894645966258	 0.3349	 10.0	 27.0
0.01314894645966258	 1.0431	 10.5	 27.0
0.01314894645966258	 0.0246	 10.5	 27.5
0.01314894645966258	 0.9471	 11.0	 27.5
0.01314894645966258	 0.3964	 11.5	 27.5
0.01314894645966258	 0.4434	 11.5	 28.0
0.01314894645966258	 0.7443	 12.0	 28.0
0.01314894645966258	 0.1706	 12.5	 28.0
0.01314894645966258	 0.4887	 12.5	 28.5
0.01314894645966258	 0.5838	 13.0	 28.5
0.01314894645966258	 0.2760	 13.5	 28.5
0.01314894645966258	 0.2407	 13.5	 29.0
0.01314894645966258	 0.4571	 14.0	 29.0
0.01314894645966258	 0.4041	 14.5	 29.0
0.01314894645966258	 0.2370	 15.0	 29.0
0.01314894645966258	 0.1201	 15.0	 29.5
0.01314894645966258	 0.3154	 15.5	 29.5
0.01314894645966258	 0.2783	 16.0	 29.5
0.01314894645966258	 0.2455	 16.5	 29.5
0.01314894645966258	 0.2164	 17.0	 29.5
0.01314894645966258	 0.1540	 17.5	 29.5
0.01314894645966258	 0.0366	 17.5	 30.0
0.01314894645966258	 0.1677	 18.0	 30.0
0.01314894645966258	 0.1475	 18.5	 30.0
0.01314894645966258	 0.1295	 19.0	 30.0
0.01314894645966258	 0.1137	 19.5	 30.0
0.01314894645966258	 0.0997	 20.0	 30.0
0.01314894645966258	 0.0873	 20.5	 30.0
0.01314894645966258	 0.0764	 21.0	 30.0
0.01314894645966258	 0.0668	 21.5	 30.0
0.01314894645966258	 0.0583	 22.0	 30.0
0.01314894645966258	 0.0508	 22.5	 30.0
0.01314894645966258	 0.0442	 23.0	 30.0
0.01314894645966258	 0.0384	 23.5	 30.0
0.01314894645966258	 0.0333	 24.0	 30.0
0.01314894645966258	 0.0288	 24.5	 30.0
0.01314894645966258	 0.0249	 25.0	 30.0
0.01314894645966258	 0.0215	 25.5	 30.0
0.01314894645966258	 0.0185	 26.0	 30.0
0.01314894645966258	 0.0158	 26.5	 30.0
0.01314894645966258	 0.0135	 27.0	 30.0
0.01314894645966258	 0.0115	 27.5	 30.0
0.01314894645966258	 0.0098	 28.0	 30.0
0.01314894645966258	 0.0082	 28.5	 30.0
0.01314894645966258	 0.0069	 29.0	 30.0
0.01314894645966258	 0.0058	 29.5	 30.0
